dish_name,ingredient_name
Olive & Tofu In Harissa Curry Recipe,"tomato,salt,cumin powder,harissa paste,cloves garlic,virgin olive oil,water,onion,black olives,black pepper powder,tofu"
Chiroti Recipe - Delicious Crispy Layered Sweet Puri,"cashew nuts,rice flour,ghee,pistachios,water,sugar,badam,cardamom powder,flour,water dough"
Paneer Malai Makhani Biryani Recipe,"tomato,basmati rice,salt,hung curd,ghee,biryani masala,red chilli powder,gram paneer,ginger garlic paste,onion,lemon,turmeric powder,sunflower oil"
Raw Mango Carrot Cucumber Salad Recipe With Peanuts,"tomato,salt,cumin powder,corianderleaves,chaat masala powder,carrot,mango,peanuts,black pepper powder,cucumber,mint leaves"
Dried Cranberry & White Chocolate Chip Biscotti Recipe,"baking powder,white chocolate,cranberries,vanilla,eggs,caster sugar,flour,butter"
Andhra Style Sorakaya Kura Recipe - Bottle Gourd And Toor Dal Recipe,"tomato,arhar dal,green chilli,asafoetida,mustard seeds,red chilli powder,curry leaves,bottle gourd,cumin seeds,black pepper powder,turmeric powder"
Delhi Style Matar Chaat Recipe - Spicy & Tangy Green Peas Chaat,"tomato,salt,cumin powder,ginger,lemon from lemon,green chilli,amchur,bay leaves,fennel seeds,red chilli powder,dried green peashour,corianderleaves,cinnamon stick,onion,turmeric powder"
Kongunadu Style Senai Kilangu Masala Recipe - Yam in Spicy Gravy,"salt,ginger,mustard seeds,elephant yamsking,cloves garlic,curry leaves,dry red chillies,cinnamon stick,poppy seeds,coconut oil,turmeric powder,sunflower oil"
No Onion No Garlic Aloo Gajar Ki Sabzi Recipe,"ginger,corianderleaves,red chilli powder,carrot,cumin seeds,lemon,salt,coriander powder,potato,turmeric powder,green chillies,sunflower oil"
Konkani Style Karate Batate Puddi Sagle Recipe - Bitter Gourd & Potato Curry,"salt,tamarind water,mustard seeds,coconut,karela,dry red chilli,white urad dal,corianderseeds,methi seeds,potato"
Olya Kaju Chi Amti Recipe - Malvani Cashew Nut Curry,"cashew nuts,salt,arhar dal,ghee,mustard seeds,asafoetida,coconut,jaggery,cloves garlic,dry red chilli,dry red chillies,cumin seeds,turmeric powder,masoor dal"
Chettinad Mint Potato Biryani Recipe,"tomato,basmati rice,cloves garlic,onion,green chillies,sunflower oil,salt,cardamompodsseeds,biryani masala powder,mint leaves,garam masala powder,red chilli powder,curd,ginger,bay leaf,paneer,fennel seeds,potato,cinnamon stick,coriander powder,cloves"
Puffed Lotus Seed Pakoras Recipe - Makhana Pakora,"salt,green chilli,red chilli powder,gram flour,curry leaves,corianderleaves,onion,cumin seeds,phool makhanaghee,turmeric powder"
Thengai Paal Kurma Recipe - Mixed Vegetables In Coconut Gravy,"salt,cardamompodsseeds,bay leaf,potato,green peas,onion,cinnamon stick,green chillies verticy,ghee,oil,coconut milk,cloves,cauliflowerflorets"
Kala Chana Pilaf Recipe,"tomato,basmati rice,black cardamom,salt,garam masala powder,bay leaf,ghee,red chilli powder,water,ginger garlic paste,curd,fennel powder,sugar,onion,cinnamon stick,cumin seeds,cloves,mint leaves,green chillies,kala chana"
Drumstick Leaves Fried Rice Recipe,"salt,drumstick leaves,rice,soy sauce,carrot,green chilli sauce,tomato ketchup,green bell pepper,sunflower oil"
Fish Fry Recipe - Kerala Style Fish Split,"salt,black pepper powder ground,red chilli powder,curry leaves,ginger garlic paste,lemon,fish fillet,coconut oil,turmeric powder"
Meetha Daliya With Milk & Fruits Recipe - Broken Wheat Porridge,"wheatthe smer grains),fennel seeds,milk,water,fruits,mixed nuts"
Whole Wheat Naan Recipe,"salt,wheat flour,water,dry yeast,curd,sugar"
Amritsari Murgh Makhani Recipe- Chicken Makhani Recipe,"tomato,corianderleaves,black peppercorns,cloves garlic,corianderseeds,onion,cumin seeds,chicken breasts,turmeric powder,sunflower oil,salt,black cardamom,green chilli,cardamompodsseeds,nutmeg powder,red chilli powder,curd,lemon,cashew nuts,ginger,bay leaf,dry ginger powder,cinnamon stick,cloves"
Semolina Vegetable Chilla Recipe,"tomato,salt,wheat flour,corianderleaves,water,carrot,virgin olive oil,curd,papaya,onion,black pepper powder,green bell pepper,sooji,green chillies,cabbage"
How To Make Homemade Kashmiri Masala/ Spice Mix Recipe,"turmeric,nutmeg,kashmiri red chilli powder,bay leaves,cardamompodsseeds,fennel seeds,black peppercorns,dry ginger powder,corianderseeds,cinnamon stick,cumin seeds,garlic powder,cloves"
Pumpkin Coconut Ladoo Recipe,"parangikai pumpkin,nutmeg powder,coconut,ghee,cardamom powder,cane sugar"
Raw Banana Tikkis Recipe,"clove powder,ginger,amchur,ghee,banana,gram flour,onion,cumin seeds,cardamom powder,lemon,cashews,coriander powder,dates,green chillies,cinnamon powder"
Katachi Amti Recipe (Spicy Accompaniment To Maharashtrian Puran Poli),"salt,mustard seeds,bay leaf,corianderleaves,dal stock water left over from the chana dal puran poli,black peppercorns,curry leaves,cumin seeds,jaggery,maharashtrian goda masala,tamarind paste,cloves,water,sunflower oil"
Maharashtrian Vegetable Amboli Recipe (Savory Lentil Pancake Topped With Vegetables),"white urad dalwithout skin,brown rice,salt,red bell pepper,coriander,sunflower oil ghee,del monte corn kernels,cajun spice mix chutney podi sprinkling on top,red poha,methi seeds"
 Amrood Raita Recipe,"salt,rye,guava,urad dal,curd,curry leaves,oil,red chilli,asafetida"
Goan Style Kulkuls Recipe (Honey glazed wheat Curls Recipe),"coconut milk,salt,wheat flour,eggs,caster sugar,sooji,flour,sunflower oil"
Pumpkin Cheesecake Recipe,"cheese,graham cracker crumbs,fl oz britannia,vivatta maida,sugar,vanilla,pumpkin,brown sugar,eggs,butter,cinnamon powder"
Tofu Fried Rice Recipe,"basmati rice,spring onion greens,salt,sunflower oil,bay leaf,button mushrooms,cloves garlic,carrot,spring onion,ginger garlic paste,green chilli sauce,soy sauce,onion,red yellow green bell pepper,tofu,cinnamon powder"
Stuffed Strawberries Recipe With Grated Paneer,"paneer,condensed milk,saffron strands,strawberries"
Mango Phirni Recipe - Mango Rice Pudding Recipe,"rice,pistachios,mango,milk,saffron strands,sugar,badam,cardamom powder"
Spicy Mushroom Veggie Burger Recipe,"tomato,salt,burger buns,green chilli,red chilli flakes,cloves garlic,soy sauce,iceberg lettuce salad lettuce leaves,onion,butter toasting the burger buns,button mushrooms,red chilli sauce,sunflower oil"
Healthy Amaranth Potato Thyme Croquette Recipe,"amaranth seeds,salt,tme leaves,sunflower oil plus brushing,cloves garlic,black pepper powder,potato,green chillies,butter"
Herbed Buttered Rice Recipe With Green Peas,"salt,rice,green peas,cloves garlic,red chilli flakes,cumin seeds,thyme leaves,pepper,butter,dried oregano"
Stuffed Kathal Recipe,"tomato,salt,ginger,kashmiri red chilli powder,mustard oil,fennel seeds,garlic butter,paneer,mozzarella cheese,cloves garlic,curd,corianderseeds,onion,black pepper powder,jackfruit,turmeric powder,cloves,garam masala powder"
Gujarati Meetha Pudla Recipe With Caramelized Bananas,"cashew nuts,wheat flour,coconut,jaggery,bananas,water,nutralite classic,cardamom powder"
Stuffed Idli Ke Pakode Recipe,"salt,green beans,corianderleaves,idli,green peas,carrot,gram flour,onion,cumin seeds,lemon,black pepper powder,green bell pepper,potato,turmeric powder,green chillies,cabbage,sunflower oil"
Rajgira Puri Recipe (Navratri Fasting/Vrat Recipe),"salt,rajgira flour,potato,black pepper powder,sunflower oil"
Spiced Rajma Pulao Recipe - Spiced Kidney Bean Rice,"basmati rice,salt,bay leaf,cardamompodsseeds,ghee,cloves garlic,cinnamon stick,rajma,black pepper powder,cloves"
Kashmiri Style Apple Tamatar Sabzi Recipe - No Onion No Garlic,"tomato,bay leaf,apples,red chilli powder,corianderleaves,cinnamon stick,salt black salt,coriander powder,turmeric powder,sunflower oil"
Eggless Marble Cake Recipe,"baking powder,milk,flax seed powder,vanilla,caster sugar,cocoa powder,flour,butter"
Gulkand Kala Jamun Recipe,"cashew nuts,khoya,cardamom powdercardamom powder,saffron strands,rose water,water,soda,gulkand,sugar,edible silver foilleaf,cardamom powder,rose,sooji,flour,sunflower oil"
Mutton Ghee Roast Recipe,"salt,ghee,jaggery,black peppercorns,cloves garlic,curd,curry leaves,dry red chillies,corianderseeds,lemon,methi seeds,cumin seeds,tamarind paste,turmeric powder,cloves,mutton on the"
Karnataka Style Churumuri Recipe-Spicy Puffed Rice Recipe,"tomato,corianderleaves,puffed rice,chivda,carrot,cloves garlic,mango,onion,peanuts,cucumber,green chillies"
Eggless Whole Wheat Tutti Frutti Cake Recipe,"baking powder,wheat flour,salt,water,tutti frutti,baking soda,curd,vanilla,brown sugar,sunflower oil"
Hare Chane Ka Pulav Recipe,"salt,corianderleaves,green chilli,rice,ghee,hara chana,potato,red chilli powder,dry red chilli,lemon juice from lemon,onion,cumin seeds,turmeric powder,cloves"
Carrot Ribbon Salad With Asian Sesame Dressing Recipe,"salt,ginger,groundnut oil,rice wine vinegar,black pepper powder,mint leaves,sesameoil,carrot,orange juice lemon,corianderleaves,red chilli,cloves garlic,red onion,sesame seeds"
Maharashtrian Achar Ka Masala (Pickle Mix Recipe),"peanut oil,salt,asafoetida,methi powder,fennel seeds,gram mustard seeds,gram kashmiri red chilli powder,turmeric powder"
Thai Style Curried Corn Fritters Recipe,"baking powder,salt,eggs,thai red curry paste,corianderleaves,sweet corn,red chilli sauce,sunflower oil"
Strawberry Cheesecake Muffins Recipe,"baking powder,salt,britannia,cheese,eggs,milk,strawberries,vanilla,caster sugar,flour,butter"
Perfect Gooey Mozzarella Garlic Bread Recipe,"mixed herbs,corianderleaves,mozzarella cheese,virgin olive oil,salted butter,garlic,parsley leaves,black pepper powder,pav buns"
Bengali Style Dhokar Dalna Recipe (Spiced Lentil Cakes in Tomato Gravy Recipe),"tomato,salt,green chillies,ginger,cumin powder,green chilli,bay leaf,cardamompodsseeds,ghee,potato,red chilli powder,sugar,cinnamon stick,cumin seeds,coriander powder,turmeric powder,chana dal,white urad dal"
Gan Bian Dou Jiao Recipe (Dry Fried Sichuan Haricot Beans),"salt,spring onion greens,ginger,cloves garlic,soy sauce,red chilli sauce,green beanstrimmed"
 Karnataka Style Sorakkai Palya (Recipe In Hindi),"tomato,turmeric powder,salt,red chilli powder,curry leaves,gourd,oil,sambar powder,cumin seeds"
Dahi Suran Ki Kadhi Recipe - Yam Cooked In Yogurt Curry,"salt,elephant yam,mustard seeds,bay leaf,red chilli powder,black peppercorns,gram flour,curd,cinnamon stick,methi seeds,coriander powder,turmeric powder,sunflower oil"
 Raw Mango And Spring Onion Chutney Recipe,"green onion leaves,salt,cumin,sugar,dry red chillies,oil,mango"
 Punjabi Style Egg Curry Recipe,"turmeric powder,green chilli,red chilli powder,ginger garlic paste,onion paste,bay leaf,corianderleavestake,onion,oil,cardamom,coriander powder,water used cilantro,eggs,garam masala powder,tomato paste"
Mango Shrikhand Taco Recipe - Sweet Mango Yogurt Dip Taco,"salt,mango,red chilli powder,mango shrikhand,mint leaves,taco shells"
Black Eyed Bean Lemon Bruschetta Recipe,"lemon,salt,mint leaves,virgin olive oil toasting the baguettes,virgin olive oil,baguette,lemon,pepper,black eyed beans"
Pav Bhaji Pizza Recipe,"tomato,pav bhaji masala,salt,pizza base wheat pizza,green peas,red chilli powder,banana,water,mozzarella cheese,corianderleaves,onion,cumin seeds,lemon,green bell pepper,coriander powder,turmeric powder,green chillies,butter,sunflower oil"
Fenugreek & Egg Fried Rice Recipe (Anda Methi Chawal),"coriander,green chilli,rice,cloves garlic,virgin olive oil,onion,cumin seeds,eggs,methi leavesbunch"
Cheesy Tawa Pizza Recipe With Corn And Broccoli,"yellow bell pepper,salt,water knead,wheat flour,pizza pasta sauce,del monte corn kernels,mixed herbs,soda,onion,broccoli,black pepper powder,del monte black olives,sunflower oil"
Cabbage Poricha Kootu Recipe (Red Cabbage) - South Indian Cabbage Dal,"salt,yellow moong dal,coconut,mustard seeds,black pepper corns,curry leaves,cabbage,white urad dal,cumin seeds,coconut oil,turmeric powder"
Pyaaz Ki Kachori Recipe,"salt,wheat flour,kalonji,amchur,asafoetida,fennel seeds,red chilli powder,black peppercorns,ginger garlic paste,baking soda,corianderleaves,onion,cumin seeds,coriander powder,flour,kasuri methi,garam masala powder,sunflower oil"
Mexican Cottage Cheese Chicken Enchilada Recipe,"salt,sour,paneer,green bell peppergreen capsicum,virgin olive oil,jalapenos,onion,cheddar cheese,black pepper powder,chicken breasts,tomato basil pasta sauce,taco,tortillas"
Mango Tofu Smoothie Recipe,"bananas spotty,mango,black sesame seeds,basil leaves,orange juice,kiwi other fruit,coconut milk,tofu soft,turmeric powder"
 Carrot Soup Recipe,"potato,olive oil,ginger,celery,carrot,onion,lemon,coriander powder,pepper crush make vegetable stock"
Keerai Karamani Kuzhambu- Palak Lobia Curry Recipe,"salt,coconut,mustard seeds,black pepper corns,spinach leaves,cloves garlic,dry red chilli,pearl onion,curry leaves,dry red chillies,corianderseeds,methi seeds,cumin seeds,coconut oil,tamarind,turmeric powder,black eyed beans"
Onion Rava Bhakri Recipe (Goan Kanyachi Bhakri),"salt,green chilli,coconut,corianderleaves,jaggery,onion,ghee,oil,sooji,turmeric powder"
 Chatpatti Makai Masala Recipe,"turmeric powder,salt,ginger,make tomato,coriander,asafoetida,red chilli powder,sweet corn,oil,peanuts grind paste,green chillies,cumin seeds,garam masala powder"
Bedmi Poori Recipe - Spiced Split Black Lentil Pooris,"salt,wheat flour,ginger,water knead,amchur,asafoetida,black urad dal,fennel powder,dry red chillies,corianderseeds,cumin seeds,green chilli paste,sunflower oil"
Instant Cucumber Pickle Recipe,"asafoetida,red chilli powder,lemon,sugar,methi seeds,cucumber,turmeric powder"
Chicken Bánh Mì Recipe - Vietnamese Grilled Chicken Sandwich,"english cucumber,virgin olive oil,carrot,jalapenos,black pepper powder,chicken breasts,salt,red bell pepper,soy sauce,baguette,sugar,classic mayonnaise,pepper,mooli mullangi,stalks spring onion,sriracha sauce,chilli vinegar,corianderleaves,dry ginger powder,green bell pepper,red chilli sauce"
Rajasthani Khoya Matar Sabzi Recipe,"tomato,salt,khoya,kashmiri red chilli powder,ghee,corianderleaves,green peas,cumin seeds,ginger paste,turmeric powder,cloves,garam masala powder"
Black Bean Noodles Recipe,"salt,green beans,red bell pepper,black beans sauce,virgin olive oil,tomato ketchup,onion,hakka noodles"
 Pudina Quinoa Recipe,"kinua,salt,green chilli,ghee,cinnamon,cloves garlic,onion,cardamom,mint leaves"
Goan Chana Ros Recipe (White Peas Curry),"salt,dried green peas,coconut,dry red chillies,onion,corianderseeds,tamarind,turmeric powder,cloves"
Palak And Peas Kachori Recipe,"salt,water knead,wheat flour,amchur,asafoetida,fennel seeds,ajwain,green peas,red chilli powder,sunflower oil,sooji,spinach leaves,garam masala powder,sunflower oil"
 Veggie Rava Idli (Recipe In Hindi),"salt,ginger,yogurt,red chilli flakes,carrot,mustard,semolina,corianderhua,chana dal,curry leaves,oil,water,sweet corn,ino fruit salt,green chillies,green peas"
Moong Dal Idli With Thengai Milagai Podi Recipe,"salt,yellow moong dal,kashmiri red chilli powder,asafoetida,mustard seeds,ghee,idli rice,dry coconut,black urad dal,curry leaves,white urad dal,dry red chillies,sesame seeds,methi seeds,tamarind,chana dal"
Curried Sweet Potato Mexican Fajita Recipe,"red bell pepper,cumin powder,sour,corianderleaves,sweet potatoes,red chilli powder,virgin olive oil,rice vinegar,wheat flour tortilla,iceberg lettuce,hung yogurt,feta cheese,coriander powder,red onion,white onion"
Bhakarwadi Chaat Recipe - Maharashtrian Spiced Chaat,"salt,cumin powder,bhakarwdis,sev,chaat masala powder,red chilli powder,carrot,sweet chutney,curd,onion,green chutney"
Ghoogri Recipe - Jowar Upma,"salt,ginger,corianderleaves,jowar seeds,water,carrot,green peasshelled,sugar,onion,cumin seeds,garlic,lemon,green bell pepper,ghee,oil,green chillies,garam masala powder"
Pineapple Ladoo Recipe,"pineapple,ghee,coconut,caster sugar,cardamom powder,milk powder,mixed nuts"
 Kalyana Veetu Senai Curry Recipe,"tomato,turmeric powder,rye,salt,coconut,asafoetida,red chilli powder,curry leaves,oil,coriander powder,suran,garam masala powder"
Baked Yogurt With Honey Cinnamon Grilled Fruits Recipe,"peaches,pineapple,pears,mango,strawberries,curd,butter,vanilla,condensed milk,plum,cinnamon powder"
High Protein Grilled Rajma Corn Sandwich Recipe,"cheese,wheat brown bread,salt,butter grilling,mixed herbs,red chilli powder,cloves garlic,onion,rajma,sweet corn,turmeric powder,sunflower oil"
Mexican Style Cemita Recipe - Sesame Sandwich Bun,"salt,water,dry yeast,virgin olive oil,sugar,eggs,flour,sesame seeds,butter"
Hunan Style Sweet Sour Chicken Recipe,"yellow bell pepper,salt,red bell pepper,corn flour,iceberg lettuce leaves,chicken stock,water,vinegar,pineapple juice,virgin olive oil sesame oil,black pepper powder,pineapple,brown sugar,chicken breasts bless,sesame seeds"
Maharashtrian Style Dudhi Kajuchi Sonari Amti Recipe - Bottle Gourd And Cashew Nut Sabzi,"salt,asafoetida,mustard seeds,black peppercorns,gram flour,dry red chilli,corianderleaves,corianderseeds,onion,bottle gourd,cinnamon stick,coconut milk,turmeric powder,cloves"
 Tomato Chutney (Recipe In Hindi),"tomato,salt,green chilli,coconut,dry kashmiri chillies,dry red chilli,chickpea lentil,onion,oil,corianderleaveswith"
Sabbasige Soppu Dosa Recipe (Dill Leaves Sweet Dosa),"salt,ghee,jaggery,dill leaves stem,water,pohahour,methi seedshour,dosa rice,sunflower oil"
